item_type,title,creators,first_name,last_name,ean_isbn13,upc_isbn10,description,publisher,publish_date,group,tags,notes,price,length,number_of_discs,number_of_players,age_group,ensemble,aspect_ratio,esrb,rating,review,review_date,status,began,completed,added,copies
book,Contar,"Pep Bruno Galán, Andrea Antinori",Pep,Galán,9788417555146,8417555145,"Contar es una actividad propia de los seres humanos, ningún otro animal la lleva a cabo. Narrar historias forma parte de nuestro patrimonio genético: no podemos evitarlo. Contar y escuchar historias nos emociona, nos entretiene y además le da forma a nuestro pensamiento, guía nuestra comprensión del mundo. Este libro, cuyo narrador interpela directamente a su lector, planteándole preguntas, reflexiones y ejercicios, propone un recorrido fascinante, práctico y, a ratos, erudito para aprender a contar. Empieza con la búsqueda de historias -muchas de las cuales se encuentran en la tradición oral; pasa por su organización y estructura narrativa, su puesta en escena en la cabeza del narrador -donde los cuentos se visten de palabras y cobran vida; finalmente concluye con unas cuantas noticias curiosas acerca de la narración a lo largo del tiempo, y una bibliografía de referencia. Lo acompañan unas ilustraciones que se divierten y juegan tanto con el texto como con nuestros recuerdos de los cuentos de infancia. Los seres humanos nos relacionamos a través de las palabras. Nos conocemos contándonos cuentos, hechos e historias. Por eso mismo este libro se nos hace prácticamente imprescindible.","A buen paso editorial S.L.",2019-03-25,,,,,48,,,,,,,,,,,,,2026-01-05,1
book,"Beso, Beso (Spanish Edition)","Margaret Wild, Veronica Uribe",Margaret,Wild,9789802573097,9802573094,"Baby Hippo is in such a rush to play one morning he forgets to kiss his mama, but strangely all the jungle noises seem to remind him.","Ediciones Ekare",2005-04-30,,,,,24,,,,,,,,,,,,,2026-01-05,1
book,"Bicho Pelota","Olga de Dios",Olga,Dios,9788417028770,8417028773,"Bug doesn't know what kind of insect he is. He asks the others for advice and ideas. He soon discovers his true calling.","APILA Ediciones",2023-03-01,,,,,36,,,,,,,,,,,,,2026-01-05,1
book,"El mulero","ELLIS CARSON",ELLIS,CARSON,9788415208884,841520888X,,"BARBARA FIORE",2014-01-01,,,,,,,,,,,,,,,,,,2026-01-05,1
book,"CHIVOS CHIVONES","Federico Fernández (Illustrator)",Federico,(Illustrator),9788496388550,8496388557,,"Kalandraka Editora, S.L.",2006-12-01,,,,,34,,,,,,,,,,,,,2026-01-05,1
book,"Los Tres Bandidos","Tomi Ungerer",Tomi,Ungerer,9788496388567,8496388565,,"Kalandraka Editora, S.L.",2007-02-01,,,,,40,,,,,,,,,,,,,2026-01-05,1
book,"Porque sí","Mac Barnett, Isabelle Arsenault (Illustrator)",Mac,Barnett,9786075570457,6075570454,"Before going to sleep, a curious girl asks her dad why the sea is blue, why the trees lose their leaves in the autumn, why, why ... Her dad, undaunted, will give her the most charming answers and fantastic, populated by space dinosaurs, singing fish and messenger birds ... Finally it is time to sleep and dream of all the fantastic beings of your sweet conversation. This clever album book plays with a child's curiosity and a dad's witty responses. The illustration is perfect for fueling this pretend play, and shows that there are different types of valid answers. It will undoubtedly become a classic book to read before bed.","Editorial Oceano de Mexico",2021-04-01,,,,,40,,,,,,,,,,,,,2026-01-05,1
book,DIENTES,,,,9788493598259,8493598259,,"MEDIA VACA (BABEL LIBROS SAS)",,,,,,,,,,,,,,,,,,,2026-01-05,1
book,"OMBLIGO MAPA-CUER 6 M.VACA","Genichiro Yagyu",Genichiro,Yagyu,9788493598273,8493598275,"Rare book","MEDIA VACA",2008-01-01,,,,,,,,,,,,,,,,,,2026-01-05,1
book,Frederick,"VARIOS AUTORES",VARIOS,AUTORES,9788493375911,8493375918,,Tecolote,2012-01-01,,,,,,,,,,,,,,,,,,2026-01-05,1
book,¡Malacatú!,"María Pascual de la Torre",María,Torre,9788494744648,849474464X,"Si no consiguen encontrar un acuerdo acerca de la necesidad de lavarse los dientes, no es de extrañar que mamá e hijo se enzarcen en una lucha de hechizos. Si la mamá se convierte en una plasta de dientes, pues al chico le tocará ser un animal de bellota; y si la mamá se transforma en una cafetera resoplona, su hijo en nada menos que un chorlito carambolo… Toda la casa participa: desde los juguetes del niño, hasta el gato y las ollas en el fuego. Un estupendo libro para leer en voz alta y escudriñar con ojos de detective en busca de las tramas paralelas que lo habitan. Un libro que funciona con la perfección de un reloj y que en 2017 ha merecido el Premio del Concurso de Álbum Ilustrado de la Biblioteca Insular de Gran Canaria.","A buen paso editorial S.L.",2018-02-14,,,,,44,,,,,,,,,,,,,2026-01-05,1
book,"Los mamuts, los ogros y los extraterrestres (Albumes ilustrados) (Spanish Edition)","Alex Cousseau, Nathalie Choux, Teresa Tellechea",Alex,Cousseau,9788467537949,8467537949,"Esta es la historia de un pequeño mamut muy curioso al que su padre explica la diferencia entre los cuentos y la realidad. Salen juntos de paseo y el padre explica a su hijo que no están ni en la calle de verdad ni en el mundo de verdad: están en un libro. ¿Qué peripecias les ocurrirán a los dos protagonistas? Un divertido cuento sobre el proceso de creación, la fantasía y la realidad.","EDICIONES SM",2009-12-16,,,,,40,,,,,,,,,,,,,2026-01-05,1
book,"Hay un fantasma en esta casa","Oliver Jeffers, Antoinio Díaz Pérez",Oliver,Jeffers,9788418762338,8418762330,"Un original álbum ilustrado del bestseller internacional Oliver Jeffers. Un libro para superar los miedos infantiles y convertirlos en un juego muy divertido. Había una vez una niña que vivía en una casa encantada, pero que nunca había visto un fantasma. «¿Son blancos con agujeros en los ojos?». «¿Es difícil encontrarlos?». Solía preguntarse; le habría encantado verlos. ¡Tengo una idea! ¿Por qué no entras en las sorprendentes páginas transparentes de este libro y le ayudas a cazar alguno? Pero debes buscar en todas partes: detrás del sofá, debajo de la cama… En este libro infantil singular, lleno de ilustraciones combinadas con fotografías, los más pequeños pasarán un divertido rato buscando a sus amigos los fantasmas que se esconden. Un álbum ilustrado original con páginas transparentes para que el lector juegue con la protagonista a buscar fantasmas.","Andana Editorial",2022-08-25,,,,,84,,,,,,,,,,,,,2026-01-05,1
book,Yôkai,"Carmen Chica, Manuel Marsol",Carmen,Chica,9788416167524,8416167524,"Carmen Chica y Manuel Marsol vuelven a realizar un libro infantil cargado de poesía y emoción que que no se agota jamás. Por las ilustraciones que fueron el germen de este libro, Manuel Marsol recibió el Premio de Ilustración del Festival de Bolonia, la cita más importante del libro infantil a nivel mundial. Un inesperado paseo por la montaña puede convertirse en una experiencia única. Como todo el mundo sabe, los bosques están poblados por criaturas misteriosas y, en ocasiones, benévolas. Espíritus del bosque que nos esperan agazapados tras los árboles para jugar con nosotros, para devolvernos el placer de sentir la caricia del sol, el viento, la hierba y el agua. Para hacernos volver a sentir en contacto con la naturaleza, desatar al animalillo que llevamos dentro y empujarnos a corretear montaña arriba.","Fulgencio Pimentel S.L.",2017-10-02,,,,,54,,,,,,,,,,,,,2026-01-05,1
book,"EN EL CINE","KITTY CROWTHER",KITTY,CROWTHER,9788493729578,8493729574,,"LOS CUATRO AZULES",1900-01-01,,,,,,,,,,,,,,,,,,2026-01-05,1
